"","X","ID","Age","Education","Marital_Status","Income","Kidhome","Teenhome","Dt_Customer","Recency","MntWines","MntFruits","MntMeatProducts","MntFishProducts","MntSweetProducts","MntGoldProds","NumDealsPurchases","NumWebPurchases","NumCatalogPurchases","NumStorePurchases","NumWebVisitsMonth","AcceptedCmp3","AcceptedCmp4","AcceptedCmp5","AcceptedCmp1","AcceptedCmp2","Response","Complain","Country","total_children","total_amount","total_num_purchase","age_class","income_class"
"1839",1838,73,68,"PhD","Single",51411,1,2,"5/26/13",81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,"IND",3,18,3,"Boomers","Middle"
"1840",1839,2002,63,"Graduation","Divorced",71964,0,0,"5/20/13",81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,"SP",0,1870,16,"Boomers","Middle"
"1841",1840,6059,68,"PhD","Together",64504,1,2,"3/4/13",81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,"SP",3,1314,18,"Boomers","Middle"
"1842",1841,11166,60,"Graduation","Married",49678,0,1,"2/2/13",81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,"SP",1,315,12,"Boomers","Lower-Middle"
"1843",1842,6257,45,"Master","Single",60482,0,1,"1/23/13",81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,"SA",1,507,16,"Gen-X","Middle"
"1844",1843,9224,49,"PhD","Single",55260,0,1,"12/12/12",81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,"SA",1,1139,23,"Gen-X","Middle"
"1845",1844,8732,52,"Master","Widow",67369,0,1,"11/17/12",81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,"SP",1,1461,21,"Gen-X","Middle"
"1846",1845,955,59,"Master","Together",47175,1,1,"10/28/12",81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,"SA",2,240,10,"Boomers","Lower-Middle"
"1847",1846,4910,54,"Graduation","Divorced",68743,0,0,"8/30/12",81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,"US",0,2074,29,"Gen-X","Middle"
"1848",1847,564,40,"PhD","Together",56937,1,0,"8/4/12",81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,"SP",1,906,23,"Millennials","Middle"
"1849",1848,8931,35,"Graduation","Together",83033,1,0,"5/18/14",82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,"SA",1,1761,25,"Millennials","Middle"
"1850",1849,1998,45,"Graduation","Single",37697,1,0,"2/7/14",82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,"IND",1,84,6,"Gen-X","Lower-Middle"
"1851",1850,1250,45,"Graduation","Single",37697,1,0,"2/7/14",82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,"SP",1,84,6,"Gen-X","Lower-Middle"
"1852",1851,8397,70,"Graduation","Married",44689,1,1,"1/10/14",82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,"SP",2,34,4,"Boomers","Lower-Middle"
"1853",1852,9672,51,"2n Cycle","Married",23162,1,1,"12/21/13",82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,"CA",2,65,5,"Gen-X","Poor"
"1854",1853,2125,62,"Graduation","Divorced",63033,0,0,"11/15/13",82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,"US",0,1102,15,"Boomers","Middle"
"1855",1854,5975,54,"PhD","Single",40304,1,0,"9/30/13",82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,"CA",1,57,5,"Gen-X","Lower-Middle"
"1856",1855,983,37,"Graduation","Married",40059,1,0,"9/28/13",82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,"US",1,414,11,"Millennials","Lower-Middle"
"1857",1856,9938,67,"Graduation","Married",80067,0,0,"9/19/13",82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,"IND",0,1600,16,"Boomers","Middle"
"1858",1857,4385,40,"PhD","Single",36038,1,0,"5/31/13",82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,"SP",1,47,6,"Millennials","Lower-Middle"
"1859",1858,1612,40,"PhD","Single",51381.5,1,0,"5/31/13",82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,"AUS",1,47,6,"Millennials","Middle"
"1860",1859,803,53,"Graduation","Together",40521,1,1,"4/5/13",82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,"SP",2,21,3,"Gen-X","Lower-Middle"
"1861",1860,10675,65,"PhD","Married",66334,0,1,"4/3/13",82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,"SP",1,1161,17,"Boomers","Middle"
"1862",1861,7004,37,"Graduation","Single",11012,1,0,"3/16/13",82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,"IND",1,84,6,"Millennials","Poor"
"1863",1862,4432,45,"Graduation","Divorced",31615,1,0,"3/16/13",82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,"SP",1,51,5,"Gen-X","Lower-Middle"
"1864",1863,5079,50,"Graduation","Married",51381.5,1,1,"3/3/13",82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,"AUS",2,97,6,"Gen-X","Middle"
"1865",1864,4475,72,"PhD","Married",69098,0,0,"2/16/13",82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,"SP",0,2440,24,"Boomers","Middle"
"1866",1865,10868,70,"Graduation","Widow",70792,0,0,"2/6/13",82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,"SP",0,1272,17,"Boomers","Middle"
"1867",1866,6742,42,"Graduation","Married",17688,1,0,"1/13/13",82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,"SP",1,11,3,"Millennials","Poor"
"1868",1867,5692,32,"Basic","Married",25443,1,0,"12/22/12",82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,"SA",1,32,4,"Millennials","Poor"
"1869",1868,339,49,"PhD","Married",57091,0,1,"11/23/12",82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,"SP",1,496,16,"Gen-X","Middle"
"1870",1869,10398,40,"2n Cycle","Single",24336,1,0,"8/27/12",82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,"SP",1,31,3,"Millennials","Poor"
"1871",1870,8017,40,"2n Cycle","Married",51111,1,1,"6/19/14",83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,"SA",2,55,5,"Millennials","Middle"
"1872",1871,3722,49,"Graduation","Single",44503,1,1,"4/16/14",83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,"SP",2,48,5,"Gen-X","Lower-Middle"
"1873",1872,7326,50,"Master","Married",56850,0,1,"3/23/14",83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,"CA",1,63,5,"Gen-X","Middle"
"1874",1873,2416,52,"PhD","Single",66582,0,0,"3/3/14",83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,"SP",0,1288,19,"Gen-X","Middle"
"1875",1874,1878,36,"2n Cycle","Married",23148,0,0,"2/18/14",83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,"SP",0,37,5,"Millennials","Poor"
"1876",1875,5278,57,"Graduation","Married",82224,0,0,"1/25/14",83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,"GER",0,902,20,"Gen-X","Middle"
"1877",1876,5734,47,"PhD","Married",61917,1,1,"11/20/13",83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,"SP",2,91,6,"Gen-X","Middle"
"1878",1877,4370,55,"Graduation","Together",43482,2,1,"11/13/13",83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,"IND",3,88,6,"Gen-X","Lower-Middle"
"1879",1878,8405,42,"Graduation","Divorced",68274,1,1,"9/30/13",83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,"SA",2,305,11,"Millennials","Middle"
"1880",1879,7617,47,"Graduation","Single",42373,1,1,"8/15/13",83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,"SP",2,163,8,"Gen-X","Lower-Middle"
"1881",1880,10339,67,"Master","Together",51381.5,0,1,"6/23/13",83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,"AUS",1,207,9,"Boomers","Middle"
"1882",1881,6376,42,"Graduation","Single",57537,1,0,"6/10/13",83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,"AUS",1,545,15,"Millennials","Middle"
"1883",1882,2150,63,"PhD","Widow",80995,0,1,"5/11/13",83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,"CA",1,1482,21,"Boomers","Middle"
"1884",1883,7386,45,"Graduation","Divorced",30992,1,0,"4/22/13",83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,"CA",1,43,4,"Gen-X","Lower-Middle"
"1885",1884,3006,45,"Graduation","Divorced",30992,1,0,"4/22/13",83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,"CA",1,43,4,"Gen-X","Lower-Middle"
"1886",1885,11088,50,"PhD","Together",78642,0,1,"4/21/13",83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,"SP",1,1816,17,"Gen-X","Middle"
"1887",1886,5185,66,"Graduation","Married",74268,0,0,"2/14/13",83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,"SA",0,892,12,"Boomers","Middle"
"1888",1887,3523,59,"Graduation","Together",75072,0,1,"1/23/13",83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,"SP",1,1073,17,"Boomers","Middle"
"1889",1888,55,58,"Graduation","Together",56253,0,1,"12/7/12",83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,"SP",1,597,18,"Gen-X","Middle"
"1890",1889,3807,66,"Graduation","Together",59925,0,1,"11/30/12",83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,"SP",1,766,20,"Boomers","Middle"
"1891",1890,2453,61,"Graduation","Together",62807,0,1,"8/31/12",83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,"SP",1,819,20,"Boomers","Middle"
"1892",1891,7787,61,"Graduation","Together",62807,0,1,"8/31/12",83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,"CA",1,819,20,"Boomers","Middle"
"1893",1892,2230,51,"PhD","Married",23626,1,0,"5/24/14",84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,"GER",1,43,7,"Gen-X","Poor"
"1894",1893,8146,45,"Master","Together",46106,1,1,"5/11/14",84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,"SA",2,54,4,"Gen-X","Lower-Middle"
"1895",1894,988,56,"Graduation","Married",81168,0,0,"5/7/14",84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,"SP",0,1193,17,"Gen-X","Middle"
"1896",1895,4832,42,"Graduation","Married",27244,1,0,"3/7/14",84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,"SP",1,101,6,"Millennials","Poor"
"1897",1896,3152,64,"Graduation","Together",26091,1,1,"2/25/14",84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,"IND",2,89,6,"Boomers","Poor"
"1898",1897,11188,64,"Graduation","Together",26091,1,1,"2/25/14",84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,"SP",2,89,6,"Boomers","Poor"
"1899",1898,361,52,"Master","Married",43142,1,1,"2/18/14",84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,"AUS",2,20,3,"Gen-X","Lower-Middle"
"1900",1899,5939,50,"Graduation","Together",38232,1,1,"1/17/14",84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,"SP",2,122,7,"Gen-X","Lower-Middle"
"1901",1900,9349,36,"Graduation","Married",92533,0,0,"12/19/13",84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,"GER",0,1131,22,"Millennials","Middle"
"1902",1901,819,76,"Graduation","Widow",63285,0,0,"11/5/13",84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,"SP",0,1103,24,"Boomers","Middle"
"1903",1902,10120,66,"Graduation","Together",38946,0,1,"10/24/13",84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,"US",1,257,10,"Boomers","Lower-Middle"
"1904",1903,4541,66,"Graduation","Together",38946,0,1,"10/24/13",84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,"CA",1,257,10,"Boomers","Lower-Middle"
"1905",1904,2456,46,"PhD","Married",40233,0,1,"10/14/13",84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,"SA",1,149,8,"Gen-X","Lower-Middle"
"1906",1905,2516,52,"2n Cycle","Married",46831,1,1,"6/8/13",84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,"SP",2,78,5,"Gen-X","Lower-Middle"
"1907",1906,11013,34,"Graduation","Together",67605,0,0,"3/31/13",84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,"SP",0,938,16,"Millennials","Middle"
"1908",1907,9988,45,"Master","Single",70379,0,1,"3/3/13",84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,"CA",1,860,22,"Gen-X","Middle"
"1909",1908,1627,64,"2n Cycle","Divorced",77297,0,0,"1/26/13",84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,"SP",0,789,21,"Boomers","Middle"
"1910",1909,1490,59,"Graduation","Married",55759,0,1,"11/28/12",84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,"CA",1,854,21,"Boomers","Middle"
"1911",1910,6710,70,"Master","Single",58217,2,1,"11/17/12",84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,"SP",3,103,6,"Boomers","Middle"
"1912",1911,7375,45,"Graduation","Together",51369,0,1,"10/25/12",84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,"SA",1,576,14,"Gen-X","Middle"
"1913",1912,10144,45,"Graduation","Together",51369,0,1,"10/25/12",84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,"SA",1,576,14,"Gen-X","Middle"
"1914",1913,3138,65,"Graduation","Single",91249,0,0,"10/20/12",84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,1,0,"SP",0,1676,22,"Boomers","Middle"
"1915",1914,1440,43,"2n Cycle","Together",52513,0,0,"9/4/12",84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,"SP",0,1149,23,"Gen-X","Middle"
"1916",1915,4200,51,"Master","Married",44159,1,0,"6/17/14",85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,"SA",1,275,11,"Gen-X","Lower-Middle"
"1917",1916,4998,59,"Graduation","Together",76081,0,0,"5/23/14",85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,"SP",0,1033,13,"Boomers","Middle"
"1918",1917,7321,59,"Graduation","Together",76081,0,0,"5/23/14",85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,"IND",0,1033,13,"Boomers","Middle"
"1919",1918,8663,47,"Graduation","Divorced",39996,1,1,"5/22/14",85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,"AUS",2,15,3,"Gen-X","Lower-Middle"
"1920",1919,1958,48,"PhD","Together",55012,0,1,"3/21/14",85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,"SP",1,660,19,"Gen-X","Middle"
"1921",1920,6963,74,"Graduation","Single",77457,0,0,"3/5/14",85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,"SA",0,1157,17,"Boomers","Middle"
"1922",1921,1065,58,"Graduation","Single",80695,0,0,"12/29/13",85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,"US",0,1918,18,"Gen-X","Middle"
"1923",1922,2712,65,"Graduation","Married",71866,0,1,"12/25/13",85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,"AUS",1,715,19,"Boomers","Middle"
"1924",1923,6049,39,"Master","Together",73450,0,0,"12/5/13",85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,"SP",0,1804,26,"Millennials","Middle"
"1925",1924,6605,77,"PhD","Divorced",55614,0,0,"11/27/13",85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,"SP",0,682,19,"Boomers","Middle"
"1926",1925,11181,72,"PhD","Married",156924,0,0,"8/29/13",85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"CA",0,8,0,"Boomers","Upper-Middle"
"1927",1926,5234,54,"2n Cycle","Together",30753,1,1,"7/11/13",85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,"CA",2,81,5,"Gen-X","Lower-Middle"
"1928",1927,5253,65,"Master","Together",54603,1,1,"7/9/13",85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,"SP",2,227,10,"Boomers","Middle"
"1929",1928,11148,46,"Graduation","Together",22280,1,0,"5/19/13",85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,"SP",1,13,3,"Gen-X","Poor"
"1930",1929,6289,70,"Master","Together",59385,1,1,"4/28/13",85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,"SP",2,185,8,"Boomers","Middle"
"1931",1930,9743,66,"Graduation","Married",76998,0,1,"1/11/13",85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,"CA",1,1910,27,"Boomers","Middle"
"1932",1931,9209,50,"Master","Together",80573,0,0,"10/14/12",85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,"SA",0,1564,23,"Gen-X","Middle"
"1933",1932,6417,50,"Master","Together",80573,0,0,"10/14/12",85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,"SP",0,1564,23,"Gen-X","Middle"
"1934",1933,7937,39,"Graduation","Married",24711,0,0,"4/18/14",86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,"SP",0,58,6,"Millennials","Poor"
"1935",1934,6488,62,"PhD","Married",38829,0,1,"4/6/14",86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,"GER",1,99,7,"Boomers","Lower-Middle"
"1936",1935,3194,47,"PhD","Single",71466,0,0,"4/5/14",86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,"CA",0,1230,18,"Gen-X","Middle"
"1937",1936,231,65,"Master","Together",28839,1,1,"3/11/14",86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,"SP",2,32,5,"Boomers","Poor"
"1938",1937,9697,70,"Graduation","Married",53790,0,2,"3/6/14",86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,"SP",2,542,17,"Boomers","Middle"
"1939",1938,4676,70,"Master","Widow",73705,0,2,"3/5/14",86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,"SP",2,1695,23,"Boomers","Middle"
"1940",1939,8079,39,"Graduation","Married",22448,1,0,"2/26/14",86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,"SA",1,55,6,"Millennials","Poor"
"1941",1940,10032,45,"Graduation","Divorced",12571,1,0,"1/18/14",86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,"SA",1,53,7,"Gen-X","Poor"
"1942",1941,10505,61,"Master","Together",73113,0,0,"12/26/13",86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,"SA",0,1001,14,"Boomers","Middle"
"1943",1942,2005,31,"Graduation","Married",35765,1,0,"12/11/13",86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,"CA",1,75,6,"Millennials","Lower-Middle"
"1944",1943,6940,55,"PhD","Single",46734,1,2,"10/21/13",86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,"SP",3,223,8,"Gen-X","Lower-Middle"
"1945",1944,2304,58,"PhD","Together",66313,0,1,"9/16/13",86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,"SA",1,770,21,"Gen-X","Middle"
"1946",1945,3170,64,"Master","Together",68148,0,0,"8/31/13",86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,"SP",0,1042,14,"Boomers","Middle"
"1947",1946,10466,56,"Graduation","Married",44393,1,1,"8/22/13",86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,"SP",2,60,5,"Gen-X","Lower-Middle"
"1948",1947,7325,35,"PhD","Together",38197,1,0,"6/29/13",86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,"SP",1,40,4,"Millennials","Lower-Middle"
"1949",1948,455,75,"PhD","Married",51012,0,0,"4/18/13",86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,"SP",0,209,9,"Boomers","Middle"
"1950",1949,7592,75,"PhD","Married",51012,0,0,"4/18/13",86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,"SP",0,209,9,"Boomers","Middle"
"1951",1950,4547,61,"Graduation","Together",13672,1,1,"4/17/13",86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,"SP",2,25,4,"Boomers","Poor"
"1952",1951,6825,68,"Graduation","Together",41452,1,1,"3/6/13",86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,"CA",2,16,3,"Boomers","Lower-Middle"
"1953",1952,2961,39,"Graduation","Married",42081,1,0,"2/26/13",86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,"SP",1,382,13,"Millennials","Lower-Middle"
"1954",1953,8700,35,"Basic","Single",14906,0,0,"12/22/12",86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,"SA",0,66,6,"Millennials","Poor"
"1955",1954,2278,36,"2n Cycle","Single",33812,1,0,"11/3/12",86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,"US",1,133,6,"Millennials","Lower-Middle"
"1956",1955,10703,46,"Master","Single",46098,1,1,"8/18/12",86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,"SP",2,120,7,"Gen-X","Lower-Middle"
"1957",1956,9,46,"Master","Single",46098,1,1,"8/18/12",86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,"CA",2,120,7,"Gen-X","Lower-Middle"
"1958",1957,2804,46,"Master","Single",46098,1,1,"8/18/12",86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,1,0,"IND",2,120,7,"Gen-X","Lower-Middle"
"1959",1958,4915,65,"2n Cycle","Married",53230,0,1,"8/3/12",86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,"GER",1,732,19,"Boomers","Middle"
"1960",1959,3010,32,"Master","Together",88420,0,0,"5/2/14",87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,"SP",0,2069,19,"Millennials","Middle"
"1961",1960,4279,58,"2n Cycle","Single",39548,1,1,"3/31/14",87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,"SP",2,54,5,"Gen-X","Lower-Middle"
"1962",1961,2564,68,"Graduation","Together",61278,0,1,"1/4/14",87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,"SP",1,165,8,"Boomers","Middle"
"1963",1962,1137,57,"Graduation","Single",81246,0,0,"12/29/13",87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,"SP",0,1379,16,"Gen-X","Middle"
"1964",1963,5084,46,"Graduation","Widow",58330,0,1,"12/25/13",87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,"SP",1,1064,23,"Gen-X","Middle"
"1965",1964,7094,46,"Graduation","Widow",58330,0,1,"12/25/13",87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,"GER",1,1064,23,"Gen-X","Middle"
"1966",1965,6327,54,"Graduation","Together",65777,0,0,"12/19/13",87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,"US",0,1146,16,"Gen-X","Middle"
"1967",1966,6131,41,"2n Cycle","Married",70829,1,1,"12/1/13",87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,"SP",2,431,14,"Millennials","Middle"
"1968",1967,5798,48,"Master","Together",51381.5,0,0,"11/23/13",87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,"GER",0,985,14,"Gen-X","Middle"
"1969",1968,10379,59,"Master","Single",59247,0,2,"11/8/13",87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,"SP",2,574,16,"Boomers","Middle"
"1970",1969,606,54,"Graduation","Single",25930,1,1,"10/10/13",87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,"SP",2,15,3,"Gen-X","Poor"
"1971",1970,7801,62,"Graduation","Together",54753,0,1,"9/12/13",87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,"SA",1,728,18,"Boomers","Middle"
"1972",1971,2445,47,"PhD","Together",28440,1,0,"7/7/13",87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,"SP",1,63,5,"Gen-X","Poor"
"1973",1972,5346,48,"2n Cycle","Married",23559,1,0,"7/3/13",87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,"GER",1,79,6,"Gen-X","Poor"
"1974",1973,550,69,"Graduation","Divorced",62335,0,1,"5/23/13",87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,"SP",1,708,19,"Boomers","Middle"
"1975",1974,4478,42,"Graduation","Married",63777,1,1,"3/24/13",87,457,5,106,15,17,53,8,11,1,6,8,0,0,0,0,0,0,0,"IND",2,653,18,"Millennials","Middle"
"1976",1975,2350,49,"Graduation","Married",59666,1,1,"3/22/13",87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,"CA",2,1027,13,"Gen-X","Middle"
"1977",1976,1118,65,"Master","Married",50965,0,1,"2/20/13",87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,"SP",1,685,19,"Boomers","Middle"
"1978",1977,1491,56,"2n Cycle","Together",71488,0,0,"2/18/13",87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,"CA",0,559,14,"Gen-X","Middle"
"1979",1978,4507,69,"Graduation","Single",72228,0,0,"11/27/12",87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,"SP",0,1250,21,"Boomers","Middle"
"1980",1979,7023,68,"PhD","Single",46231,2,1,"11/26/12",87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,"SA",3,263,11,"Boomers","Lower-Middle"
"1981",1980,6977,47,"Graduation","Together",75702,0,1,"10/14/12",87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,"SP",1,1921,28,"Gen-X","Middle"
